inn,name,employees,employees_norm,okved_main,source,revenue_year,revenue,site,region,phone,email
3445103528,"ООО ""Интернет-агентство ИНТЕРВОЛГА""",100,0.0,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,298078.0,http://mellodesign.ru,Волгоградская Область,+7 (903) 316-03-10,stepan.ovchinnikov@gmail.com
5261066968,"ООО ""Синтек""",443,0.8727735368956743,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,3220170.0,sintek-nn.ru,Нижегородская Область,+7 (831) 296-46-55,deeva.ekaterina@sintek-nn.ru
7725696878,"ООО ""ПЕТРОТРЕЙС""",160,0.15267175572519084,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1774880.0,petrotraceglobal.com,Г.Москва,+7 (495) 743-24-56,"igor.kozlov@ptgeos.com, igor.romanchenko@ptgeos.com"
7729652455,"ООО ""НПЦ ""БизнесАвтоматика""",190,0.22900763358778625,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,466642.0,https://npc.ba,Г.Москва,+7 (800) 100-93-69,info@npc.ba
1833056480,"ООО ""НТВП ""КЕДР - КОНСУЛЬТАНТ""",123,0.058524173027989825,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,135038.0,http://ntvpkedr.ru,Удмуртская Республика,+7 (3412) 91-23-33,kedr@ntvpkedr.ru
3445113340,"ООО ""ИЦ РЕГИОНАЛЬНЫЕ СИСТЕМЫ""",322,0.5648854961832062,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,4503780.0,www.ec-rs.ru,Волгоградская Область,+7 (8442) 93-27-53,"d.levakov@ec-rs.ru, resp@ec-rs.ru"
7729670341,"ООО ""РДП.РУ""",220,0.3053435114503817,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,2338690.0,http://rdp.ru,Г.Москва,+7 (903) 572-19-31,fetisova_g@rdp.ru
3528176030,"ООО ""МАЛЛЕНОМ СИСТЕМС""",100,0.0,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,187345.0,http://mallenom.ru,Вологодская Область,+7 (8202) 29-60-71,azhivitsya@mail.ru
7728764477,"ООО ""СКИЛЛСТАФФ""",107,0.017811704834605598,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,1390000.0,https://skillstaff.ru,Г.Москва,+7 (804) 700-41-26,visitstaff@skillstaff.ru
5902879646,"ООО ""Иксолла""",171,0.1806615776081425,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,13221700.0,https://xsolla.com,Пермский Край,+7 (342) 257-64-31,support@xsolla.com
7104516184,"ООО ""СервисКлауд""",236,0.3460559796437659,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,916550.0,http://scloud.ru,Тульская Область,+7 (4872) 70-00-07,e.divak@scloud.ru
5902886033,"ООО ""Напа Лабс""",102,0.005089058524173028,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,308821.0,https://napalabs.ru,Пермский Край,+7 (342) 207-99-12,info@napalabs.ru
2446031899,"ООО ""ЭН+ ДИДЖИТАЛ""",277,0.45038167938931295,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,869706.0,www.maremplus-k.ru,Иркутская Область,+7 (39144) 6-34-82,alexanderag@enplus.ru
5403339934,"ООО ""РусИнТех Сервис""",100,0.0,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,355895.0,rit-it.ru,Новосибирская Область,+7 (383) 352-34-14,"5403339934_540301001@eo.tensor.ru, doc@rit-it.com, buh@rit-it.com"
7448159903,"ООО ""СтендАп Инновации""",122,0.05597964376590331,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,365382.0,playstand.ru,Челябинская Область,+7 (351) 792-00-05,anddim@bk.ru
4706034714,"АО ""ЕИРЦ ЛО""",352,0.6412213740458015,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,1018710.0,http://epd47.ru,Ленинградская Область,+7 (812) 630-20-10,support@epd47.ru
7801622126,"ООО ""НАПОПРАВКУ.РУ""",139,0.09923664122137404,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,541185.0,http://spb.napopravku.ru,Г.Санкт-Петербург,+7 (812) 740-62-90,"o.dreytser@napopravku.ru, p.lavrenteva@napopravku.ru"
3328496339,"ООО ""ЕРИЦ ВЛАДИМИРСКОЙ ОБЛАСТИ""",114,0.035623409669211195,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,197949.0,eric33.ru,Владимирская Область,+7 (919) 023-72-59,"bnd@eric33.ru, info@eric33.ru, support@eric33.ru"
5906855741,"ООО ""Гриндата""",273,0.4402035623409669,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1235250.0,greendata.store,Пермский Край,+7 (495) 677-97-77,"mail@greendatasoft.ru, info@greendata.store"
7325131111,"ООО ""ИБС УЛЬЯНОВСК""",321,0.5623409669211196,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,21745.0,https://ibs.ru,Ульяновская Область,+7 (8422) 37-06-46,gchernyaeva@ibs.ru
9201003689,"ООО ""СЕВСТАР ИСПС""",352,0.6412213740458015,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,612271.0,https://sevstar.net,Г.Севастополь,+7 (0692) 93-30-00,"help@sevstar.net,job@sevstar.net"
7706444191,"ООО ""ЛАБОРАТОРИЯ ТЕХНОЛОГИЙ""",139,0.09923664122137404,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,1642290.0,https://www.1cbit.ru,Г.Москва,+7 (495) 748-01-23,teh@1cbit.ru
6685124446,"ООО ""СКБ ЛАБ""",198,0.24936386768447838,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,611637.0,https://skblab.ru,Свердловская Область,+7 (343) 355-81-00,hr@skblab.ru
9718131366,"ООО ""КОГНИТИВ РОБОТИКС""",157,0.1450381679389313,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,180583.0,https://cognitive.ru,Г.Москва,+7 (800) 500-48-05,info@cognitive.ru
9702009530,"ООО ""СКИЛФЭКТОРИ""",287,0.4758269720101781,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,919881.0,https://skillfactory.ru,Г.Москва,+7 (800) 301-56-88,info@skillfactory.ru
